"Age","Income","HomeVal","TractID","Tenure","DirectDeposit","Loan","NumAccounts","Dist","MktShare","Churn"
57,7.5,11.3,23,13.74401095,0,0,2,0.847,0.354259502,0
32,10.5,37.5,23,6.532511978,1,1,4,1.984634146,0.07121808,0
57,6.5,18.7,23,6.488706366,1,0,3,0.847,0.354259502,0
37,5.3,8.7,23,13.45653662,0,1,2,0.847,0.354259502,0
42,15,47.5,23,2.220396988,0,0,2,1.984634146,0.07121808,0
47,9.5,37.5,23,16.06023272,0,1,5,1.984634146,0.07121808,1
42,4.8,16.3,23,2.507871321,1,1,4,0.847,0.354259502,0
52,12.5,37.5,23,1.648186174,0,0,2,1.984634146,0.07121808,0
57,4.8,13.7,23,2.277891855,1,1,5,2.29875,0.090258955,0
42,15,22.5,23,5.418206708,1,0,2,1.984634146,0.07121808,0
37,10.5,32.5,23,5.316906229,0,0,2,1.984634146,0.07121808,1
47,15,37.5,23,5.212867899,0,0,2,1.984634146,0.07121808,1
67,15,32.5,23,3.471594798,0,1,4,1.984634146,0.07121808,0
21,7.5,16.3,23,16.44900753,1,0,2,0.847,0.354259502,1
47,6.5,22.5,24,4.898015058,1,0,1,1.627380952,0.578524105,0
37,5.3,22.5,24,4.752908967,0,0,2,1.627380952,0.578524105,0
42,8.5,27.5,24,1.760438056,0,0,1,1.627380952,0.578524105,0
42,3.3,22.5,24,1.423682409,1,0,2,1.627380952,0.578524105,0
52,11.5,27.5,24,2.151950719,0,0,1,1.627380952,0.578524105,1
72,7.5,32.5,24,3.550992471,0,0,2,1.627380952,0.578524105,0
47,15,32.5,24,2.15468857,1,0,2,1.627380952,0.578524105,0
47,9.5,22.5,24,2.874743327,0,0,2,1.627380952,0.578524105,0
47,11.5,27.5,24,1.065023956,0,0,2,1.627380952,0.578524105,1
47,15,32.5,24,18.34086242,1,0,2,1.627380952,0.578524105,1
62,4.8,18.7,24,1.587953457,0,0,2,1.627380952,0.578524105,0
27,7.5,27.5,24,12.53935661,0,0,2,1.627380952,0.578524105,0
42,5.3,22.5,24,17.08418891,0,1,5,1.627380952,0.578524105,0
62,7.5,22.5,24,7.934291581,1,1,5,1.627380952,0.578524105,0
52,12.5,27.5,24,7.68788501,0,1,4,1.627380952,0.578524105,0
77,4.3,22.5,24,12.85968515,1,0,2,1.627380952,0.578524105,0
77,4.3,16.3,24,12.00821355,1,0,4,1.627380952,0.578524105,0
77,12.5,22.5,24,14.7871321,0,0,3,1.627380952,0.578524105,1
77,2.8,22.5,24,24.75017112,1,0,3,1.627380952,0.578524105,0
62,3.3,18.7,24,8.796714579,0,0,2,1.627380952,0.578524105,0
42,3.8,22.5,24,18.41752225,1,1,5,1.627380952,0.578524105,0
42,15,42.5,24,10.35181383,0,1,3,1.627380952,0.578524105,0
47,6.5,16.3,24,54.99794661,0,0,2,1.627380952,0.578524105,0
72,3.3,22.5,24,12.48186174,0,0,6,1.627380952,0.578524105,0
52,6.5,13.7,24,22.82272416,1,1,6,2.421428571,0.010311526,0
77,3.3,22.5,24,8.933607118,0,0,3,1.627380952,0.578524105,0
52,11.5,27.5,24,23.93702943,0,0,2,1.627380952,0.578524105,0
52,15,22.5,24,5.048596852,0,0,1,1.627380952,0.578524105,1
67,15,37.5,24,1.976728268,0,1,3,1.627380952,0.578524105,0
52,13.5,22.5,24,5.177275839,0,0,1,1.627380952,0.578524105,0
47,15,42.5,25,20.30116359,0,0,2,1.192424242,0.389737561,1
62,5.8,22.5,25,6.034223135,1,0,2,1.192424242,0.389737561,0
37,11.5,32.5,25,5.831622177,0,0,1,1.192424242,0.389737561,1
62,15,150,25,20.49828884,1,0,1,1.192424242,0.389737561,0
42,10.5,27.5,25,5.127994524,1,0,3,1.192424242,0.389737561,1
52,15,32.5,25,3.436002738,0,0,1,1.192424242,0.389737561,1
62,15,42.5,25,3.419575633,1,0,1,1.192424242,0.389737561,1
42,8.5,27.5,25,3.460643395,0,0,2,1.192424242,0.389737561,0
57,8.5,27.5,25,19.66324435,1,1,5,1.192424242,0.389737561,0
52,15,37.5,25,18.31348392,1,0,3,1.192424242,0.389737561,0
77,7.5,27.5,25,14.19849418,1,1,4,1.192424242,0.389737561,0
42,9.5,37.5,25,7.523613963,0,1,3,1.192424242,0.389737561,1
42,15,42.5,25,1.943874059,1,1,4,1.192424242,0.389737561,0
21,8.5,22.5,25,13.83709788,0,0,2,1.192424242,0.389737561,0
42,7.5,22.5,25,28.12594114,1,1,4,1.192424242,0.389737561,1
47,15,32.5,25,24.5229295,1,0,4,1.192424242,0.389737561,0
52,13.5,22.5,25,10.75154004,0,1,4,1.192424242,0.389737561,1
77,4.8,32.5,25,32.61054073,1,0,2,1.192424242,0.389737561,0
42,13.5,27.5,25,18.07802875,1,0,2,1.192424242,0.389737561,0
52,15,27.5,25,22.98425736,1,1,4,1.192424242,0.389737561,0
77,11.5,27.5,25,35.11293635,1,0,3,1.192424242,0.389737561,0
47,15,32.5,25,12.48459959,0,0,1,1.192424242,0.389737561,1
52,9.5,27.5,25,6.765229295,1,0,2,1.192424242,0.389737561,1
77,1.3,22.5,25,13.11704312,0,0,2,1.192424242,0.389737561,0
57,4.8,18.7,25,13.5523614,0,0,3,1.192424242,0.389737561,0
62,11.5,32.5,25,29.23477071,1,1,3,1.192424242,0.389737561,0
47,15,32.5,25,18.87748118,1,1,6,1.192424242,0.389737561,0
52,15,27.5,25,14.19301848,1,0,2,1.192424242,0.389737561,0
77,7.5,22.5,25,44.67077344,1,0,2,1.192424242,0.389737561,0
67,8.5,22.5,25,12.61327858,1,0,3,1.192424242,0.389737561,1
47,15,27.5,25,12.50376455,1,1,4,1.192424242,0.389737561,0
62,6.5,150,25,10.12457221,1,0,2,1.192424242,0.389737561,0
77,6.5,22.5,25,13.13347023,0,0,2,1.192424242,0.389737561,0
77,9.5,27.5,25,14.16563997,0,0,2,1.192424242,0.389737561,0
47,13.5,27.5,25,8.971937029,1,0,2,1.192424242,0.389737561,0
70,5.3,22.5,25,28.19438741,0,0,6,1.192424242,0.389737561,0
62,8.5,37.5,25,13.15811088,1,0,3,1.192424242,0.389737561,0
42,7.5,22.5,25,12.23545517,1,0,2,1.192424242,0.389737561,0
57,8.5,27.5,25,12.15058179,1,0,1,1.192424242,0.389737561,0
72,4.3,16.3,25,26.19849418,0,0,6,1.192424242,0.389737561,0
62,9.5,22.5,25,8.03559206,0,0,2,1.192424242,0.389737561,0
52,15,32.5,25,16.76933607,1,1,7,1.192424242,0.389737561,1
67,10.5,37.5,25,15.18959617,0,0,3,1.192424242,0.389737561,0
42,5.8,22.5,25,10.90485969,0,0,2,1.192424242,0.389737561,0
77,9.5,27.5,25,7.044490075,1,0,3,1.192424242,0.389737561,0
52,11.5,37.5,25,15.48528405,0,0,2,1.192424242,0.389737561,1
77,6.5,32.5,25,20.45995893,0,0,1,1.192424242,0.389737561,1
57,9.5,32.5,25,21.36071184,1,0,2,1.192424242,0.389737561,0
47,15,37.5,25,17.76865161,1,1,7,1.192424242,0.389737561,0
67,5.3,32.5,25,13.5468857,1,1,4,1.192424242,0.389737561,0
42,12.5,37.5,25,15.24435318,0,0,3,1.192424242,0.389737561,0
37,10.5,37.5,25,13.90006845,1,0,3,1.192424242,0.389737561,0
52,12.5,27.5,25,42.4202601,1,0,3,1.192424242,0.389737561,0
37,10.5,27.5,25,21.59890486,1,1,5,1.192424242,0.389737561,1
67,8.5,37.5,25,12.99657769,1,0,2,1.192424242,0.389737561,0
52,15,37.5,25,13.97946612,0,0,1,1.192424242,0.389737561,1
57,15,32.5,25,8.87063655,1,1,3,1.192424242,0.389737561,0
52,10.5,37.5,25,17.0568104,0,0,3,1.192424242,0.389737561,0
52,9.5,27.5,25,12.678987,1,0,4,1.192424242,0.389737561,0
72,6.5,27.5,25,16.21629021,1,0,2,1.192424242,0.389737561,0
52,15,42.5,25,18.05612594,0,0,3,1.192424242,0.389737561,0
57,15,37.5,25,20.1670089,1,0,3,1.192424242,0.389737561,0
47,11.5,37.5,25,18.03422314,1,0,4,1.192424242,0.389737561,1
37,10.5,27.5,25,12.80492813,1,0,2,1.192424242,0.389737561,0
27,5.3,18.7,25,10.091718,1,0,3,1.192424242,0.389737561,0
57,15,37.5,25,19.43874059,1,0,2,1.192424242,0.389737561,1
57,12.5,22.5,25,23.51540041,1,0,1,1.192424242,0.389737561,0
57,15,32.5,25,14.14647502,1,1,6,1.192424242,0.389737561,0
57,10.5,27.5,25,12.80219028,0,1,2,1.192424242,0.389737561,0
57,9.5,27.5,25,16.53935661,1,0,4,1.192424242,0.389737561,0
67,4.8,13.7,25,13.40451745,1,0,3,1.192424242,0.389737561,1
57,7.5,27.5,25,11.25530459,1,0,3,1.192424242,0.389737561,0
32,12.5,27.5,25,11.30732375,1,0,1,1.192424242,0.389737561,1
37,11.5,32.5,25,9.344284737,1,0,2,1.192424242,0.389737561,0
47,15,32.5,25,25.34154689,0,0,2,1.192424242,0.389737561,0
42,13.5,32.5,25,12.74743327,1,0,5,1.192424242,0.389737561,0
57,6.5,27.5,25,9.311430527,0,0,1,1.192424242,0.389737561,0
77,2.3,13.7,25,7.06091718,1,0,1,1.192424242,0.389737561,0
52,15,42.5,25,6.094455852,1,1,5,1.192424242,0.389737561,0
52,11.5,32.5,25,6.058863792,0,0,2,1.192424242,0.389737561,0
62,11.5,27.5,25,4.041067762,1,0,2,1.192424242,0.389737561,0
47,15,37.5,25,5.46201232,1,1,3,1.192424242,0.389737561,1
32,12.5,37.5,25,15.96440794,1,0,4,1.192424242,0.389737561,0
77,7.5,32.5,25,8.922655715,0,0,1,1.192424242,0.389737561,0
72,8.5,27.5,25,4.046543463,1,1,2,1.192424242,0.389737561,0
72,7.5,32.5,25,24.48186174,1,0,3,1.192424242,0.389737561,0
77,6.5,32.5,25,1.804243669,1,0,1,1.192424242,0.389737561,0
52,15,37.5,25,27.08281999,1,1,7,1.192424242,0.389737561,0
62,15,42.5,25,5.653661875,0,0,1,1.192424242,0.389737561,0
42,10.5,27.5,25,3.854893908,0,0,2,1.192424242,0.389737561,0
42,15,27.5,25,22.34907598,1,1,4,1.192424242,0.389737561,0
42,15,37.5,25,7.715263518,1,0,2,1.192424242,0.389737561,0
42,6.5,18.7,26,5.549623546,0,0,1,1.218235294,0.256048544,0
27,4.8,22.5,26,4.375085558,0,0,1,1.218235294,0.256048544,0
37,8.5,22.5,26,11.77002053,0,0,2,1.218235294,0.256048544,1
47,15,42.5,26,1.708418891,1,0,2,1.758518519,0.07121808,1
67,6.5,37.5,26,28.46269678,1,0,2,1.758518519,0.07121808,0
77,13.5,75,26,31.21149897,0,0,1,1.758518519,0.07121808,0
47,9.5,27.5,26,17.03764545,1,0,2,3.238333333,0.080065186,1
37,7.5,32.5,26,10.21218344,0,0,3,3.238333333,0.080065186,0
57,4.8,22.5,26,9.664613279,0,0,1,1.218235294,0.256048544,0
57,15,47.5,26,2.839151266,0,1,6,1.758518519,0.07121808,0
57,7.5,22.5,26,3.58384668,0,0,2,1.218235294,0.256048544,0
52,15,42.5,26,8.462696783,1,0,2,3.238333333,0.080065186,0
47,3.3,18.7,26,3.049965777,0,1,5,1.218235294,0.256048544,1
62,10.5,27.5,26,3.411362081,0,0,2,3.238333333,0.080065186,0
27,5.8,18.7,26,10.62559891,1,0,3,1.218235294,0.256048544,0
57,15,32.5,26,17.78507871,0,0,1,1.758518519,0.07121808,1
77,4.8,32.5,26,2.704996578,0,0,2,1.758518519,0.07121808,1
57,5.8,27.5,26,54.99794661,0,0,2,1.218235294,0.256048544,1
77,7.5,27.5,26,31.21149897,0,0,3,1.758518519,0.07121808,0
37,4.3,22.5,26,1.9137577,1,1,2,1.218235294,0.256048544,0
52,12.5,32.5,26,1.837097878,1,0,1,1.758518519,0.07121808,1
21,7.5,27.5,26,1.5633128,0,0,1,3.238333333,0.080065186,0
37,15,32.5,26,1.467488022,0,0,1,1.758518519,0.07121808,1
67,7.5,27.5,26,23.1321013,1,1,3,1.758518519,0.07121808,0
32,13.5,27.5,26,9.733059548,1,0,2,3.238333333,0.080065186,0
42,5.3,22.5,26,10.90485969,0,1,6,1.218235294,0.256048544,1
47,6.5,22.5,26,19.64134155,1,0,3,1.218235294,0.256048544,0
57,4.8,22.5,26,11.52361396,1,0,3,1.218235294,0.256048544,0
62,6.5,22.5,26,8.928131417,0,0,2,1.218235294,0.256048544,0
57,5.3,22.5,26,18.9596167,0,1,4,1.218235294,0.256048544,0
52,10.5,32.5,26,17.86995209,1,0,4,1.218235294,0.256048544,0
47,4.8,22.5,26,13.0294319,0,0,2,1.218235294,0.256048544,0
52,5.8,22.5,26,9.823408624,0,0,5,3.238333333,0.080065186,0
77,5.8,27.5,26,8.646132786,1,1,4,3.238333333,0.080065186,0
52,15,32.5,26,27.12936345,1,1,4,3.238333333,0.080065186,1
42,9.5,22.5,26,12.81861739,0,0,2,1.218235294,0.256048544,0
42,7.5,22.5,26,17.35249829,0,1,5,1.218235294,0.256048544,0
77,5.3,16.3,26,20.73648186,1,0,3,1.218235294,0.256048544,0
42,11.5,27.5,26,12.56947296,0,0,1,3.238333333,0.080065186,1
52,15,27.5,26,18.68309377,1,1,5,3.238333333,0.080065186,0
70,5.8,27.5,26,16.67351129,1,1,6,1.218235294,0.256048544,0
70,3.3,1.3,26,12.08487337,1,0,1,1.758518519,0.07121808,0
37,5.3,22.5,26,14.17932923,1,1,4,1.218235294,0.256048544,1
42,10.5,27.5,26,13.37713895,1,0,1,1.218235294,0.256048544,1
52,9.5,27.5,26,11.26899384,1,1,5,3.238333333,0.080065186,0
57,15,22.5,26,10.68309377,0,1,3,3.238333333,0.080065186,1
42,15,37.5,26,21.50308008,0,0,6,1.758518519,0.07121808,0
72,6.5,27.5,26,14.58726899,0,0,3,1.218235294,0.256048544,0
52,9.5,22.5,26,17.56057495,0,1,7,1.218235294,0.256048544,0
52,7.5,22.5,26,13.89459275,0,1,3,1.218235294,0.256048544,0
32,9.5,37.5,26,16.47364819,1,1,3,3.238333333,0.080065186,0
42,11.5,27.5,26,10.17659138,1,0,1,3.238333333,0.080065186,1
37,8.5,22.5,26,11.10746064,1,1,4,1.218235294,0.256048544,0
47,3.8,18.7,26,12.678987,1,0,1,1.218235294,0.256048544,1
67,7.5,27.5,26,10.72416153,0,0,1,3.238333333,0.080065186,0
72,7.5,22.5,26,13.62354552,1,0,3,3.238333333,0.080065186,0
47,9.5,32.5,26,10.73785079,0,0,2,3.238333333,0.080065186,0
72,5.3,22.5,26,54.99794661,1,0,3,1.218235294,0.256048544,0
37,6.5,22.5,26,12.45722108,0,0,3,1.218235294,0.256048544,0
70,3.8,16.3,26,11.01163587,0,0,2,1.218235294,0.256048544,0
37,9.5,27.5,26,9.793292266,0,1,4,3.238333333,0.080065186,0
77,8.5,18.7,26,18.32991102,0,0,2,1.218235294,0.256048544,0
77,9.5,27.5,26,54.99794661,0,1,4,3.238333333,0.080065186,0
57,12.5,27.5,26,10.80082136,0,0,1,3.238333333,0.080065186,0
72,2.8,22.5,26,10.4312115,1,0,3,1.218235294,0.256048544,0
52,10.5,32.5,26,12.54483231,1,0,1,3.238333333,0.080065186,0
57,13.5,65,26,25.99863108,1,1,5,3.238333333,0.080065186,0
67,6.5,22.5,26,15.49623546,1,1,6,1.218235294,0.256048544,1
57,15,32.5,26,17.04312115,0,0,3,1.758518519,0.07121808,0
52,11.5,27.5,26,6.847364819,1,0,4,3.238333333,0.080065186,0
47,8.5,22.5,26,27.08281999,1,0,6,1.218235294,0.256048544,0
72,7.5,22.5,26,10.82819986,1,1,7,1.218235294,0.256048544,0
57,10.5,27.5,26,18.65023956,0,1,6,1.218235294,0.256048544,1
52,4.3,27.5,26,11.24161533,1,0,2,3.238333333,0.080065186,0
62,8.5,22.5,26,10.64202601,1,0,2,1.218235294,0.256048544,0
52,15,27.5,26,18.52156058,1,0,3,3.238333333,0.080065186,1
72,3.8,13.7,26,9.831622177,1,0,4,3.238333333,0.080065186,0
52,10.5,32.5,26,12.5174538,0,0,3,1.758518519,0.07121808,1
67,3.8,18.7,26,6.428473648,1,0,2,1.218235294,0.256048544,0
57,11.5,27.5,26,12.79945243,0,0,2,3.238333333,0.080065186,1
77,6.5,27.5,26,19.75085558,0,1,4,1.218235294,0.256048544,0
47,11.5,32.5,26,7.274469541,0,0,3,3.238333333,0.080065186,1
42,9.5,22.5,26,17.24845996,1,0,3,1.218235294,0.256048544,0
62,13.5,37.5,26,17.44832307,1,0,3,1.758518519,0.07121808,1
52,5.3,22.5,26,12.25735797,0,1,3,1.218235294,0.256048544,0
72,7.5,27.5,26,54.99794661,1,0,4,3.238333333,0.080065186,0
70,6.5,16.3,26,0.900752909,0,0,1,1.218235294,0.256048544,1
52,8.5,22.5,26,2.058863792,1,1,4,3.238333333,0.080065186,0
57,11.5,22.5,27,1.207392197,1,0,1,4.940909091,0.1480123,1
62,15,37.5,27,11.05817933,1,0,1,4.940909091,0.1480123,1
47,15,27.5,27,21.94661191,1,0,1,4.940909091,0.1480123,1
47,9.5,18.7,28,30.33264887,1,1,4,0.976428571,0.352530977,0
52,3.8,16.3,28,19.12936345,0,0,3,0.976428571,0.352530977,0
32,8.5,22.5,28,3.723477071,1,0,2,0.976428571,0.352530977,0
57,4.8,18.7,28,18.32991102,0,1,4,0.976428571,0.352530977,0
67,15,55,28,2.475017112,0,0,1,0.976428571,0.352530977,0
32,2.8,1.3,28,4.826830938,1,0,3,0.976428571,0.352530977,0
57,4.3,16.3,28,13.39904175,1,0,2,0.976428571,0.352530977,0
47,5.3,13.7,28,18.42299795,0,0,3,0.976428571,0.352530977,0
37,7.5,18.7,28,8.183436003,1,0,1,0.976428571,0.352530977,0
52,6.5,22.5,28,1.3908282,1,0,2,0.976428571,0.352530977,0
47,2.8,13.7,28,15.50992471,1,0,4,0.976428571,0.352530977,0
37,9.5,18.7,28,15.75359343,1,0,3,0.976428571,0.352530977,0
52,2.8,18.7,28,14.83641342,1,0,3,0.976428571,0.352530977,0
42,8.5,18.7,28,17.44284737,1,0,2,0.976428571,0.352530977,0
37,6.5,16.3,28,20.85420945,1,1,3,0.976428571,0.352530977,1
72,0.5,13.7,28,37.94934976,1,0,4,0.976428571,0.352530977,0
37,7.5,16.3,28,12.96372348,1,1,6,0.976428571,0.352530977,0
77,1.3,16.3,28,9.524982888,1,0,3,0.976428571,0.352530977,0
32,4.3,16.3,28,15.75359343,1,0,2,0.976428571,0.352530977,0
42,3.8,22.5,28,17.81245722,1,1,6,0.976428571,0.352530977,0
47,4.3,16.3,28,7.088295688,1,0,1,0.976428571,0.352530977,0
67,4.8,27.5,28,24.59137577,1,0,4,0.976428571,0.352530977,0
42,3.8,16.3,28,16.84325804,0,0,2,0.976428571,0.352530977,0
70,3.8,18.7,28,20.64887064,0,0,3,0.976428571,0.352530977,0
62,4.3,16.3,28,10.19575633,1,1,4,0.976428571,0.352530977,0
52,12.5,22.5,28,19.44421629,1,1,4,0.976428571,0.352530977,0
32,2.8,18.7,28,13.67008898,0,1,4,0.976428571,0.352530977,0
72,4.8,22.5,28,21.98767967,1,1,4,0.976428571,0.352530977,0
67,12.5,22.5,28,21.7303217,1,0,4,0.976428571,0.352530977,0
57,2.3,22.5,28,24.07118412,0,0,2,0.976428571,0.352530977,0
72,5.8,18.7,28,27.3100616,1,0,3,0.976428571,0.352530977,0
72,3.8,16.3,28,24.36687201,1,0,2,0.976428571,0.352530977,0
72,5.3,22.5,28,18.30527036,1,1,3,0.976428571,0.352530977,0
52,9.5,16.3,28,26.35728953,1,1,6,0.976428571,0.352530977,1
70,8.5,18.7,28,28.21629021,1,0,2,0.976428571,0.352530977,0
42,4.3,16.3,28,16.71457906,0,0,5,0.976428571,0.352530977,0
70,7.5,18.7,28,52.91444216,1,0,3,0.976428571,0.352530977,0
62,10.5,22.5,28,32.04928131,1,0,2,0.976428571,0.352530977,0
37,12.5,22.5,28,14.75701574,1,0,1,0.976428571,0.352530977,0
47,5.3,16.3,28,13.22655715,1,0,1,0.976428571,0.352530977,0
57,1.8,13.7,28,16.94182067,1,1,4,0.976428571,0.352530977,0
70,3.8,22.5,28,44.99931554,1,0,3,0.976428571,0.352530977,0
52,2.8,18.7,28,24.93086927,1,0,2,0.976428571,0.352530977,0
32,4.8,13.7,28,9.401779603,0,0,2,0.976428571,0.352530977,0
37,6.5,22.5,28,16.59685147,0,0,3,0.976428571,0.352530977,1
57,3.8,22.5,28,34.90212183,0,0,2,0.976428571,0.352530977,0
47,13.5,22.5,28,12.30663929,1,0,3,0.976428571,0.352530977,0
47,15,22.5,28,18.41752225,1,0,6,0.976428571,0.352530977,0
57,11.5,22.5,28,17.3744011,0,1,6,0.976428571,0.352530977,0
62,1.8,18.7,28,19.52087611,1,0,2,0.976428571,0.352530977,0
62,4.3,22.5,28,17.16632444,1,0,1,0.976428571,0.352530977,0
47,4.3,27.5,28,8.895277207,0,1,3,0.976428571,0.352530977,0
47,2.8,16.3,28,23.93702943,1,0,6,0.976428571,0.352530977,0
47,15,22.5,28,4.941820671,1,0,4,0.976428571,0.352530977,1
27,8.5,16.3,29,4.969199179,1,0,2,0.428571429,0.469964292,0
37,15,55,29,4.845995893,1,0,2,2.182580645,0.137793471,1
21,7.5,27.5,29,8.914442163,1,1,6,1.957272727,0.391585007,0
32,9.5,22.5,29,4.109514032,0,1,3,1.813333333,0.087425207,0
72,2.8,18.7,29,36.83504449,1,0,2,1.10875,0.369836661,0
62,11.5,22.5,29,4.235455168,1,0,2,1.10875,0.369836661,1
67,7.5,18.7,29,23.6495551,1,0,2,1.10875,0.369836661,0
72,5.8,22.5,29,31.2936345,1,0,3,1.10875,0.369836661,0
62,12.5,32.5,29,5.555099247,0,0,1,0.949016393,0.469964292,0
42,10.5,22.5,29,11.48528405,0,0,2,0.949016393,0.469964292,1
52,15,37.5,29,27.69883641,1,0,3,1.211621622,0.183232618,0
52,9.5,16.3,29,16.65434634,1,0,2,0.949016393,0.469964292,0
32,15,27.5,29,6.29431896,0,0,2,0.7864,0.283226431,0
52,9.5,27.5,29,4.736481862,0,0,2,1.958823529,0.294791037,0
32,6.5,22.5,29,9.070499658,0,1,5,1.958823529,0.294791037,0
72,6.5,22.5,29,16.63791923,1,0,1,1.10875,0.369836661,1
57,15,37.5,29,5.908281999,1,0,1,1.957272727,0.391585007,1
37,6.5,16.3,29,3.4770705,0,1,3,0.949016393,0.469964292,1
77,0.5,13.7,29,59.93702943,1,0,3,0.623636364,0.13731939,0
37,9.5,22.5,29,13.60711841,1,0,2,0.623636364,0.13731939,0
37,8.5,22.5,29,6.562628337,1,0,2,1.958823529,0.294791037,0
42,4.8,22.5,29,4.561259411,1,0,1,1.211621622,0.183232618,0
32,8.5,18.7,29,5.497604381,1,0,4,0.949016393,0.469964292,0
32,6.5,18.7,29,11.19233402,0,1,3,0.949016393,0.469964292,0
32,7.5,32.5,29,23.93702943,1,0,3,1.957272727,0.391585007,0
42,13.5,32.5,29,20.56125941,1,0,3,1.957272727,0.391585007,0
32,10.5,27.5,29,4.851471595,1,0,2,1.211621622,0.183232618,0
47,10.5,22.5,29,14.66119097,0,1,3,1.958823529,0.294791037,1
70,5.8,18.7,29,11.96167009,0,1,3,0.7864,0.283226431,0
47,15,32.5,29,32.83504449,0,0,2,2.182580645,0.137793471,1
77,0.5,16.3,29,10.58179329,0,0,4,1.10875,0.369836661,0
32,5.3,16.3,29,23.57563313,1,1,3,0.949016393,0.469964292,0
77,0.5,13.7,29,4.082135524,1,0,2,0.949016393,0.469964292,0
52,7.5,32.5,29,6.661190965,1,0,3,1.957272727,0.391585007,0
57,9.5,32.5,29,3.917864476,0,0,3,1.957272727,0.391585007,0
62,15,42.5,29,13.98220397,1,0,1,2.182580645,0.137793471,0
37,7.5,22.5,29,11.69062286,1,0,1,0.949016393,0.469964292,1
47,15,37.5,29,14.22039699,1,1,5,1.957272727,0.391585007,0
57,12.5,27.5,29,2.19028063,0,0,2,1.957272727,0.391585007,0
52,10.5,22.5,29,2.795345654,0,0,2,1.813333333,0.087425207,0
57,6.5,22.5,29,2.395619439,1,0,2,0.7864,0.283226431,0
62,4.3,27.5,29,1.965776865,1,0,1,0.949016393,0.469964292,0
37,5.3,16.3,29,9.399041752,1,0,2,0.949016393,0.469964292,1
62,4.3,16.3,29,2.784394251,0,0,2,1.813333333,0.087425207,0
32,6.5,22.5,29,1.505817933,0,0,2,1.211621622,0.183232618,0
57,9.5,16.3,29,3.241615332,1,0,2,1.958823529,0.294791037,0
37,11.5,27.5,29,1.300479124,0,0,1,1.958823529,0.294791037,1
37,5.8,27.5,29,12.92813142,0,0,1,1.211621622,0.183232618,0
42,8.5,22.5,29,21.64818617,0,0,1,1.10875,0.369836661,0
42,5.8,18.7,29,6.850102669,0,0,2,1.10875,0.369836661,0
67,8.5,27.5,29,22.37645448,1,0,4,0.949016393,0.469964292,0
77,5.3,22.5,29,44.99931554,1,1,5,1.957272727,0.391585007,0
62,15,27.5,29,28.12046544,0,1,6,0.949016393,0.469964292,0
47,4.8,22.5,29,10.01232033,0,0,3,1.211621622,0.183232618,0
52,15,16.3,29,30.83915127,1,0,5,0.949016393,0.469964292,0
47,11.5,22.5,29,26.54346338,1,1,4,0.949016393,0.469964292,0
47,15,37.5,29,10.14921287,0,0,3,1.957272727,0.391585007,0
67,7.5,22.5,29,30.50239562,1,1,7,1.10875,0.369836661,0
52,8.5,18.7,29,1.697467488,0,0,2,1.211621622,0.183232618,0
62,7.5,22.5,29,2.491444216,0,0,1,1.10875,0.369836661,0
72,2.8,13.7,29,3.452429843,1,1,4,1.958823529,0.294791037,0
37,12.5,55,29,8.125941136,1,1,4,1.957272727,0.391585007,1
72,4.3,16.3,29,11.80835045,1,0,2,0.949016393,0.469964292,0
32,7.5,32.5,29,13.68104038,0,0,2,1.211621622,0.183232618,1
32,2.8,13.7,29,12.89527721,0,0,2,0.949016393,0.469964292,0
37,5.3,16.3,29,7.701574264,0,0,1,0.7864,0.283226431,0
42,8.5,22.5,29,23.74537988,1,0,2,0.7864,0.283226431,0
52,6.5,22.5,29,9.223819302,1,0,4,1.957272727,0.391585007,0
47,8.5,18.7,29,1.889117043,0,0,2,0.949016393,0.469964292,1
21,9.5,18.7,29,3.189596167,1,1,3,1.958823529,0.294791037,0
52,6.5,16.3,29,14.29705681,0,0,3,0.7864,0.283226431,1
32,5.8,22.5,29,10.64202601,0,0,2,0.949016393,0.469964292,0
37,7.5,16.3,29,4.010951403,0,0,2,0.949016393,0.469964292,0
37,8.5,16.3,29,12.25188227,1,1,5,0.949016393,0.469964292,0
52,7.5,75,29,1.952087611,1,0,2,1.957272727,0.391585007,0
57,10.5,32.5,29,4.093086927,1,1,5,1.957272727,0.391585007,0
62,8.5,16.3,29,9.281314168,1,0,1,0.949016393,0.469964292,1
57,5.8,22.5,29,11.69062286,1,1,5,0.949016393,0.469964292,0
67,15,55,29,2.606433949,1,0,1,2.182580645,0.137793471,1
47,15,27.5,29,1.683778234,0,1,3,1.957272727,0.391585007,1
37,4.8,18.7,29,2.146475017,1,1,3,0.7864,0.283226431,0
72,2.3,22.5,29,2.951403149,1,0,2,1.957272727,0.391585007,1
42,15,150,29,2.762491444,1,0,2,1.957272727,0.391585007,0
47,11.5,27.5,29,4.845995893,0,0,1,0.623636364,0.13731939,0
32,9.5,22.5,29,2.184804928,1,1,3,1.211621622,0.183232618,0
52,15,37.5,29,0,0,0,1,1.211621622,0.183232618,1
67,0.5,18.7,29,22.83367557,1,0,1,0.7864,0.283226431,0
32,5.3,16.3,29,8.741957563,1,0,1,0.949016393,0.469964292,1
37,13.5,32.5,29,2.814510609,1,0,2,1.211621622,0.183232618,0
52,15,47.5,29,2.707734429,1,0,2,0.623636364,0.13731939,0
42,1.8,16.3,29,2.710472279,0,0,1,0.7864,0.283226431,0
